patients,evening_weekend,would_rec,n_asked,practice_id
2982,YES,87%,31,43037
7646,YES,NA,NA,40494
6415,YES,NA,NA,35423
10414,YES,95%,416,42539
6649,YES,NA,NA,39216
5833,YES,96%,27,40101
18283,YES,56%,16,44637
7861,YES,91%,64,36773
3246,YES,100%,11,41173
9616,YES,92%,459,41564
7731,YES,100%,5,37881
8994,YES,100%,5,42855
16665,YES,NA,NA,40868
16665,YES,NA,NA,36971
13268,YES,NA,NA,36034
20357,YES,NA,NA,41892
11156,YES,99%,70,43077
22494,YES,95%,211,44122
22494,YES,95%,211,36718
5834,YES,NA,NA,42867
22494,YES,95%,211,42997
3380,YES,100%,21,38977
18283,NA,56%,16,152118
4796,YES,NA,NA,43158
22494,YES,95%,211,36612
4514,YES,NA,NA,42610
22494,YES,95%,211,42019
10587,YES,70%,54,38192
7632,YES,98%,142,45180
9114,YES,100%,73,36310
3565,YES,100%,5,38782
2124,YES,98%,47,38359
5290,YES,NA,NA,44281
7999,YES,90%,162,41043
4417,YES,84%,25,40756
14368,YES,73%,22,43133
10396,YES,92%,65,42061
3406,YES,NA,NA,35251
17432,YES,NA,NA,40236
9149,YES,NA,NA,36179
2972,YES,NA,NA,36984
11491,YES,NA,NA,40271
14909,YES,95%,645,44112
13087,YES,NA,NA,38441
4504,YES,100%,42,44550
20817,YES,NA,NA,119969
20817,YES,NA,NA,40115
20817,YES,NA,NA,119970
4022,YES,NA,NA,39769
14566,YES,94%,34,37356
8107,YES,96%,809,39631
7258,YES,NA,NA,41925
9052,YES,NA,NA,42442
7205,YES,95%,262,37561
4872,YES,NA,NA,42282
4855,YES,100%,9,43213
3500,YES,NA,NA,36867
3527,YES,97%,159,36737
7662,YES,NA,NA,40032
5977,YES,83%,64,36763
5977,YES,83%,64,38955
2437,YES,67%,9,44315
12204,YES,NA,NA,37076
43028,YES,NA,NA,36354
17016,YES,87%,15,42889
12516,YES,95%,232,42580
4854,NA,NA,NA,151911
16185,NA,75%,138,151880
4744,YES,86%,28,41288
9587,YES,93%,97,85621
7970,YES,NA,NA,35648
7363,YES,89%,239,35606
9993,YES,NA,NA,39968
7924,YES,NA,NA,42399
7546,YES,83%,6,40712
9885,YES,NA,NA,36613
4310,YES,96%,174,42705
2107,YES,NA,NA,45220
20510,YES,NA,NA,41192
7225,YES,93%,228,39346
6490,YES,NA,NA,44526
5465,YES,91%,155,46364
3380,YES,100%,10,38272
6453,YES,86%,7,36580
8786,YES,NA,NA,35240
8786,YES,NA,NA,37988
8786,YES,NA,NA,39746
6871,YES,97%,590,43434
9702,YES,95%,95,41866
29893,YES,NA,NA,41686
20916,YES,87%,128,39694
13791,YES,86%,7,39059
18856,YES,100%,10,38242
12120,YES,81%,59,45221
8997,YES,NA,NA,41752
11392,YES,NA,NA,37208
11392,YES,NA,NA,38082
3671,YES,NA,NA,43197
24187,YES,90%,182,38065
43892,YES,84%,755,42397
11853,YES,NA,NA,42609
10781,YES,25%,8,36320
4428,YES,NA,NA,42402
17401,YES,90%,39,38232
17401,YES,90%,39,39688
17296,YES,NA,NA,44572
5524,YES,NA,NA,38764
1564,YES,NA,NA,41790
15889,YES,99%,89,35544
6996,YES,100%,7,44632
8850,YES,80%,10,42875
6072,YES,NA,NA,45187
6781,YES,NA,NA,38100
10050,YES,NA,NA,45129
7476,YES,90%,61,35376
3183,YES,NA,NA,45088
8233,YES,90%,116,44218
4141,YES,NA,NA,43363
14066,YES,92%,419,36163
12741,YES,74%,82,36119
7461,YES,NA,NA,36218
4243,YES,100%,5,43603
11663,YES,NA,NA,37248
19493,YES,NA,NA,36691
3345,YES,NA,NA,43264
6986,YES,NA,NA,40421
14066,YES,92%,419,38217
8990,YES,100%,17,42323
15197,YES,98%,49,40818
5131,YES,85%,26,42503
9095,YES,80%,61,39358
5007,YES,88%,33,37255
6611,YES,NA,NA,40086
3021,YES,93%,82,41680
2564,YES,NA,NA,36348
6142,YES,94%,318,38279
5512,YES,96%,48,38437
8896,YES,71%,7,36235
9699,YES,95%,57,42170
6731,YES,87%,235,39814
3277,YES,NA,NA,42975
16769,NA,NA,NA,43426
4989,YES,NA,NA,45122
7545,YES,NA,NA,44230
2239,YES,80%,5,38093
5891,YES,NA,NA,38127
6396,YES,92%,24,42269
33526,YES,87%,119,38572
12286,YES,NA,NA,40445
14261,YES,96%,70,35474
7505,YES,NA,NA,45101
7288,YES,NA,NA,44373
18031,YES,NA,NA,35929
58581,YES,53%,17,36981
15345,YES,88%,58,37334
15345,YES,88%,58,37075
15345,YES,88%,58,36547
8896,YES,89%,174,44110
11179,YES,86%,123,40578
12942,YES,NA,NA,40888
13539,NA,NA,NA,152015
13712,NA,NA,NA,152012
8861,YES,96%,138,37636
3617,YES,93%,133,42946
15855,YES,NA,NA,43902
6875,YES,89%,195,35562
6567,YES,NA,NA,37398
7786,YES,NA,NA,39675
35468,NA,NA,NA,152113
15872,YES,87%,30,43300
15872,YES,87%,30,109379
6844,YES,100%,9,42121
8893,YES,NA,NA,38046
4203,YES,100%,21,37537
12899,YES,NA,NA,40983
2090,YES,NA,NA,42483
10373,YES,NA,NA,40701
6963,NA,NA,NA,151882
6963,YES,NA,NA,41490
10800,YES,97%,302,44443
26717,YES,92%,531,40497
15958,YES,94%,34,43277
14293,NA,NA,NA,40083
6201,YES,92%,50,35975
4339,YES,93%,119,41598
47759,NA,93%,14,39681
4409,YES,NA,NA,44722
2994,YES,NA,NA,36622
9818,YES,NA,NA,43228
6094,YES,84%,205,43679
6034,YES,NA,NA,37587
5967,YES,100%,9,37910
4783,YES,NA,NA,36155
14925,YES,96%,404,37660
4348,YES,NA,NA,44023
2588,YES,81%,36,39325
7175,YES,95%,212,44639
4518,YES,NA,NA,39924
7906,YES,100%,43,43443
4152,YES,NA,NA,38374
5622,YES,80%,5,39820
4451,YES,NA,NA,39935
1470,YES,84%,45,35720
9879,YES,89%,57,40542
5904,NA,NA,NA,151981
19304,YES,94%,99,43827
5808,YES,NA,NA,45278
5282,YES,NA,NA,35368
11015,YES,86%,66,36661
8259,YES,97%,32,41406
13960,YES,NA,NA,46146
2708,YES,NA,NA,43610
9516,YES,88%,138,36535
6253,YES,86%,50,37634
6438,YES,NA,NA,35582
9971,YES,NA,NA,39648
10020,YES,100%,22,35406
11149,YES,NA,NA,43745
7890,YES,NA,NA,36619
3838,YES,100%,22,35419
9195,YES,NA,NA,38990
9202,YES,NA,NA,44936
13488,YES,91%,476,42969
19835,YES,NA,NA,40358
22845,YES,NA,NA,40450
16123,NA,78%,69,152030
1535,YES,NA,NA,39834
25411,YES,94%,586,40666
3200,YES,93%,15,37001
25411,YES,94%,586,35538
5285,YES,NA,NA,42302
9097,YES,NA,NA,42950
12057,NA,50%,6,152100
9856,YES,NA,NA,39801
9082,YES,92%,13,43345
8181,YES,92%,38,38370
3420,YES,95%,64,35397
22705,YES,81%,269,38662
3533,YES,86%,21,45242
4429,YES,NA,NA,42737
26511,YES,NA,NA,129981
26511,YES,NA,NA,43104
26511,YES,NA,NA,35653
6314,YES,68%,122,36808
489,YES,NA,NA,35454
14388,YES,91%,47,43108
14388,YES,91%,47,45003
5607,YES,NA,NA,37352
12337,YES,NA,NA,43466
4820,YES,98%,41,44803
5226,YES,NA,NA,35904
6922,YES,NA,NA,37197
6027,YES,91%,134,41525
6537,YES,NA,NA,44152
4003,YES,NA,NA,44356
8426,YES,NA,NA,38353
9215,YES,100%,124,38740
7047,YES,100%,10,35650
5595,YES,96%,271,42551
8169,YES,NA,NA,44741
4747,YES,NA,NA,43791
3847,YES,97%,31,37082
11759,YES,92%,275,36458
5379,YES,87%,69,35708
6209,YES,NA,NA,38271
15544,YES,95%,19,42430
5758,YES,NA,NA,41904
58581,YES,53%,17,39719
3982,YES,86%,135,44254
4315,YES,83%,124,35357
2672,YES,NA,NA,43365
19225,YES,NA,NA,39449
4711,YES,NA,NA,36144
23127,YES,86%,50,36415
23127,YES,86%,50,43169
23127,YES,86%,50,45156
23127,YES,86%,50,39875
13433,YES,76%,17,38795
9654,YES,97%,406,35233
23436,YES,91%,146,40372
5143,YES,NA,NA,40795
21595,YES,90%,91,40031
3189,YES,62%,13,35342
3993,YES,NA,NA,43054
14930,YES,NA,NA,41588
10217,YES,89%,184,38607
5572,YES,88%,16,36405
6448,YES,NA,NA,37387
4673,YES,93%,14,43360
6309,YES,90%,115,42175
9031,YES,90%,103,45155
7263,YES,NA,NA,39633
11945,YES,NA,NA,43002
8998,YES,NA,NA,38092
1597,YES,NA,NA,37017
12773,YES,NA,NA,41495
35763,YES,89%,159,35645
4986,YES,100%,5,40668
7982,YES,89%,44,40672
4061,YES,NA,NA,35926
4319,YES,NA,NA,44151
4365,YES,97%,29,38015
9918,YES,100%,10,39585
12664,YES,NA,NA,39862
12087,NA,NA,NA,151932
7466,YES,100%,209,36281
9068,YES,NA,NA,36397
146,YES,NA,NA,141816
4790,YES,86%,7,43238
18601,YES,NA,NA,35670
7337,YES,97%,95,45099
8283,YES,84%,167,40274
10467,YES,NA,NA,35351
9274,NA,NA,NA,39788
7591,YES,NA,NA,43544
6012,YES,NA,NA,45202
5949,YES,NA,NA,44928
11623,YES,NA,NA,44596
9058,YES,NA,NA,42054
17685,YES,94%,50,44498
17685,NA,94%,50,153249
9231,YES,91%,304,43960
3066,YES,NA,NA,39472
14130,YES,96%,156,44203
2289,YES,100%,11,37795
3400,YES,NA,NA,45239
12310,NA,89%,151,151963
12310,YES,89%,151,41045
11056,YES,92%,373,42554
17667,YES,82%,74,93062
5612,YES,86%,77,38262
13818,YES,91%,474,36426
19039,YES,84%,56,35439
8445,YES,NA,NA,35998
3553,YES,NA,NA,41266
22780,YES,90%,566,42735
22780,YES,90%,566,39783
22780,YES,90%,566,43687
11142,YES,89%,9,37672
5358,YES,NA,NA,37365
7326,YES,NA,NA,42741
21115,NA,NA,NA,152058
6528,YES,NA,NA,43071
1027,YES,NA,NA,39888
9119,YES,NA,NA,38514
18271,YES,NA,NA,36649
6787,YES,NA,NA,40987
10226,YES,100%,16,40107
7062,YES,92%,50,45086
12564,YES,NA,NA,38234
11192,NA,90%,480,43647
9080,YES,90%,291,39066
5840,YES,100%,49,43542
13268,YES,NA,NA,46167
12334,NA,NA,NA,152115
13582,YES,NA,NA,40804
6099,YES,NA,NA,40259
4887,YES,67%,15,42630
18849,YES,NA,NA,107496
18849,YES,NA,NA,118893
18849,YES,NA,NA,45024
4427,YES,97%,39,38220
11284,YES,NA,NA,42168
11474,YES,75%,12,40708
4763,YES,NA,NA,38160
10632,YES,90%,323,36487
26327,YES,84%,437,36341
6315,YES,NA,NA,41131
6315,YES,NA,NA,42680
18849,YES,NA,NA,36342
8217,YES,NA,NA,43850
4562,YES,NA,NA,44088
15268,YES,85%,33,43097
12803,YES,83%,6,41035
8275,YES,NA,NA,36881
9847,YES,92%,59,38376
7878,YES,90%,189,38698
15475,YES,91%,82,40202
8823,NA,NA,NA,43668
8823,YES,NA,NA,35934
5280,YES,98%,48,40501
6046,YES,90%,79,35433
15806,YES,NA,NA,36424
4941,YES,NA,NA,41524
21349,YES,NA,NA,39398
21349,NA,NA,NA,151888
18315,YES,NA,NA,35202
4239,YES,78%,9,45179
13386,YES,92%,381,42084
10858,YES,95%,353,42808
2126,YES,91%,35,39158
4323,YES,88%,120,38633
11988,YES,NA,NA,40324
3655,YES,NA,NA,38930
5009,YES,96%,47,36101
9549,YES,NA,NA,42480
7436,YES,NA,NA,43799
6579,YES,100%,6,35709
5660,YES,97%,189,36806
10356,YES,100%,8,42240
3236,YES,NA,NA,44165
4749,YES,91%,140,41387
10747,YES,NA,NA,133892
10186,YES,NA,NA,39632
4041,YES,96%,55,40151
12022,YES,95%,58,45817
4811,YES,NA,NA,44478
3429,YES,NA,NA,38923
4069,YES,NA,NA,35753
7729,YES,88%,140,39858
18576,YES,94%,1052,36716
46679,NA,89%,160,151843
11735,YES,NA,NA,44182
2349,YES,NA,NA,44736
25466,YES,69%,113,36556
14828,YES,71%,7,35961
9356,YES,NA,NA,43347
10073,YES,95%,41,44400
4653,YES,NA,NA,35711
2563,YES,91%,85,37747
20540,NA,NA,NA,152063
9044,NA,NA,NA,151965
6067,YES,91%,11,43674
15740,YES,NA,NA,42197
5873,YES,100%,33,41545
4474,YES,96%,25,36362
7098,YES,94%,217,37600
8688,YES,92%,51,44175
2037,YES,NA,NA,39300
5456,YES,NA,NA,39723
8476,YES,98%,50,39947
3422,YES,100%,22,38563
2634,YES,100%,6,39904
1867,YES,NA,NA,44668
15799,YES,100%,64,108160
15799,YES,100%,64,43098
7026,YES,NA,NA,43560
17135,YES,79%,85,44533
3216,YES,NA,NA,38208
24399,YES,NA,NA,40182
20748,YES,86%,44,38195
5193,YES,94%,88,42773
3709,YES,NA,NA,42877
13694,YES,87%,365,36911
4143,YES,93%,14,35361
13304,YES,90%,20,36670
11280,YES,NA,NA,39491
15080,YES,65%,46,37541
12029,YES,100%,17,41168
16420,YES,93%,60,41384
6703,YES,100%,7,35315
18122,YES,91%,89,40733
4352,YES,NA,NA,44066
6194,YES,NA,NA,37696
7236,YES,78%,60,40869
7376,YES,90%,172,44268
10972,YES,90%,86,36264
19493,YES,NA,NA,37837
10827,YES,NA,NA,43514
16853,YES,87%,377,37888
301,YES,100%,6,130146
12377,YES,NA,NA,44517
19953,YES,89%,450,40015
19953,NA,89%,450,152072
19953,NA,89%,450,152066
9827,YES,90%,147,35400
23614,YES,NA,NA,42361
6602,YES,91%,22,40747
7886,YES,78%,46,43237
4526,YES,87%,151,38664
7789,YES,NA,NA,37491
3746,YES,NA,NA,41809
3514,YES,NA,NA,42041
12197,YES,85%,46,44769
12197,YES,85%,46,43833
4685,YES,NA,NA,35228
7609,YES,NA,NA,38020
15104,YES,94%,93,44983
15104,NA,94%,93,151973
11064,YES,84%,385,40231
4637,YES,100%,25,39349
4834,YES,93%,73,39324
7826,YES,NA,NA,39197
6577,YES,NA,NA,37576
8472,YES,90%,126,37917
6662,YES,97%,170,43459
4653,YES,NA,NA,44040
3616,YES,NA,NA,45004
7607,YES,NA,NA,39145
7000,YES,NA,NA,35298
9195,YES,94%,192,39571
5921,YES,NA,NA,41434
22815,YES,NA,NA,40461
10587,YES,100%,23,37721
8541,YES,NA,NA,36050
7011,YES,NA,NA,37897
2062,YES,NA,NA,41662
10302,YES,NA,NA,43922
3277,YES,NA,NA,43022
14147,YES,71%,93,36029
38,YES,NA,NA,130148
17370,YES,NA,NA,35835
17370,NA,NA,NA,152024
20320,YES,NA,NA,42559
11039,YES,NA,NA,36192
11294,YES,NA,NA,40140
29445,YES,75%,81,35270
9327,NA,NA,NA,151821
3701,YES,NA,NA,37528
17530,YES,76%,254,39406
17530,YES,76%,254,36074
17530,YES,76%,254,37199
17347,NA,NA,NA,152891
11509,YES,NA,NA,42549
23600,YES,NA,NA,39436
11704,YES,93%,54,108805
1142,YES,NA,NA,42387
12622,YES,NA,NA,38212
7299,YES,89%,253,36593
10318,YES,86%,7,37523
11521,YES,86%,313,36070
8916,YES,87%,213,43956
9009,NA,94%,2075,152082
11736,YES,NA,NA,42637
NA,YES,NA,NA,41318
1975,YES,NA,NA,35831
23409,YES,74%,19,46137
3196,YES,69%,13,40072
2406,YES,NA,NA,37239
12590,YES,NA,NA,37511
19606,YES,89%,487,37193
19606,YES,89%,487,42870
25030,YES,87%,94,37621
13018,YES,NA,NA,38996
12242,YES,100%,60,44396
7071,YES,NA,NA,36436
4013,YES,90%,77,38776
12058,YES,87%,224,38506
5201,YES,96%,23,39402
8682,YES,NA,NA,41938
11303,YES,NA,NA,41340
10281,YES,NA,NA,40480
6120,YES,92%,51,39176
11321,YES,73%,115,35278
11321,YES,73%,115,43669
11321,YES,73%,115,41444
3402,YES,NA,NA,39824
71,NA,NA,NA,151136
3469,YES,NA,NA,39804
4846,YES,NA,NA,97707
2674,YES,100%,6,41956
39017,YES,NA,NA,36714
3508,YES,93%,29,36059
3508,YES,93%,29,37065
101,YES,NA,NA,40996
12757,YES,NA,NA,35263
986,YES,NA,NA,39164
9477,YES,98%,43,41284
7444,YES,NA,NA,36194
17442,YES,NA,NA,39687
17442,YES,NA,NA,37882
4287,YES,NA,NA,42819
14196,YES,95%,130,39338
8375,YES,NA,NA,44603
13093,YES,NA,NA,39533
5842,YES,NA,NA,37307
6209,NA,NA,NA,151877
8194,YES,90%,293,44986
8257,YES,NA,NA,37741
5860,YES,NA,NA,44239
5204,YES,NA,NA,43241
9041,YES,NA,NA,38337
11642,YES,NA,NA,38711
10390,YES,97%,74,35370
2938,YES,NA,NA,39530
13378,YES,92%,488,35399
3617,YES,NA,NA,43506
2107,YES,NA,NA,37342
2735,YES,100%,10,36166
10914,YES,NA,NA,41417
12087,NA,NA,NA,151956
8079,YES,NA,NA,37073
7225,YES,NA,NA,39096
8954,YES,NA,NA,40752
17929,YES,95%,38,39160
11566,YES,NA,NA,37058
2107,YES,NA,NA,39185
18580,YES,NA,NA,44391
4490,YES,100%,11,37612
8709,YES,NA,NA,35344
40347,YES,98%,351,35860
5663,YES,97%,39,37518
11299,YES,94%,543,42497
8265,YES,92%,115,41519
17899,YES,85%,13,39255
17009,YES,NA,NA,39967
3682,YES,100%,6,40977
4330,YES,NA,NA,40707
6299,YES,97%,277,42279
3302,YES,NA,NA,42669
8568,YES,95%,44,45097
5726,YES,89%,38,104359
,,,,153320
2682,YES,NA,NA,44832
8535,YES,NA,NA,39362
4269,YES,86%,44,45192
4907,YES,NA,NA,36344
6584,YES,NA,NA,44995
4996,YES,NA,NA,44981
12067,YES,98%,64,45168
12529,YES,93%,475,41656
4979,YES,78%,58,37140
4854,NA,NA,NA,151900
10569,YES,95%,137,42194
3843,YES,87%,38,46226
5055,YES,NA,NA,45217
17171,YES,NA,NA,42144
4039,YES,NA,NA,43184
20248,YES,NA,NA,40126
8463,YES,NA,NA,36216
7221,YES,90%,77,38656
3901,YES,NA,NA,39422
25466,YES,69%,113,41771
6280,YES,100%,6,41393
7646,YES,NA,NA,35897
4878,YES,82%,34,44228
17366,YES,98%,43,35306
3531,YES,NA,NA,41963
4054,YES,94%,18,42571
5578,YES,79%,47,100382
5612,YES,86%,77,44800
3211,YES,NA,NA,39916
11163,NA,NA,NA,152056
17288,NA,NA,NA,43961
12256,YES,100%,20,39000
20320,NA,NA,NA,152179
6465,YES,77%,65,44818
3028,YES,98%,54,42879
3028,YES,98%,54,38239
10771,YES,94%,51,40998
5758,YES,NA,NA,39682
11007,YES,96%,49,42002
3981,YES,NA,NA,37056
13290,YES,96%,592,41327
4222,YES,NA,NA,42594
4222,YES,NA,NA,35628
6139,YES,NA,NA,45256
5754,YES,100%,8,45228
10877,YES,93%,259,39083
31715,YES,NA,NA,44430
4421,YES,94%,36,44224
4806,YES,100%,20,41228
10299,YES,NA,NA,41702
4864,YES,100%,8,38960
14549,YES,NA,NA,36077
1916,YES,100%,8,44412
18021,YES,NA,NA,40448
7451,YES,NA,NA,42466
8786,YES,91%,33,37983
25333,YES,NA,NA,36902
5467,YES,NA,NA,35467
5817,YES,68%,302,41363
16959,YES,NA,NA,41591
8420,YES,100%,5,41175
3444,YES,NA,NA,37666
12629,YES,94%,71,40420
9023,YES,NA,NA,119920
6631,YES,NA,NA,39437
12921,YES,NA,NA,39822
9917,YES,91%,240,37744
8218,YES,89%,223,42207
12827,NA,74%,84,151948
4247,NA,98%,230,151998
9799,YES,91%,58,41003
5401,YES,NA,NA,36566
5401,YES,NA,NA,44748
9880,YES,NA,NA,44271
6819,YES,78%,55,36483
5401,YES,NA,NA,41695
8038,YES,NA,NA,38339
9349,YES,91%,171,35283
4741,YES,100%,26,40484
13318,YES,NA,NA,38904
16185,YES,75%,138,39383
16185,YES,75%,138,40248
6433,YES,NA,NA,40622
12675,YES,86%,21,41811
10748,YES,NA,NA,36985
10952,YES,NA,NA,37480
10952,YES,NA,NA,40968
10952,YES,NA,NA,41260
NA,YES,NA,NA,44485
9546,NA,77%,191,151958
18283,YES,56%,16,43417
4121,YES,NA,NA,45128
19946,YES,83%,200,36094
11330,YES,100%,66,40552
7808,YES,80%,60,37964
11204,YES,91%,88,37443
11204,YES,91%,88,35982
16250,YES,100%,5,42241
3895,YES,NA,NA,37968
15520,YES,100%,15,36290
55112,YES,NA,NA,36934
7803,YES,NA,NA,45174
25864,NA,NA,NA,152000
4635,YES,85%,60,44488
4101,YES,97%,115,44235
9106,YES,NA,NA,42421
12595,YES,NA,NA,43079
13723,YES,100%,24,44591
3250,YES,NA,NA,44674
13943,YES,94%,131,38750
5572,YES,82%,173,38979
6248,YES,90%,41,42920
36526,YES,89%,121,117185
10153,YES,100%,7,35347
2807,YES,NA,NA,41396
14497,YES,NA,NA,40415
12316,YES,91%,75,43289
12316,YES,91%,75,39267
10073,YES,95%,41,35756
14208,YES,89%,682,41408
14208,YES,89%,682,42232
10760,YES,88%,26,43270
10351,YES,NA,NA,44630
4263,YES,97%,36,42400
11665,YES,95%,19,41347
11665,YES,95%,19,36854
8718,YES,94%,251,40219
3949,YES,100%,10,120882
17551,YES,NA,NA,38779
12391,YES,91%,598,40892
12391,YES,91%,598,36896
5946,YES,NA,NA,38796
5523,YES,NA,NA,43698
12309,YES,93%,46,41668
12863,YES,NA,NA,36960
18361,YES,91%,452,37317
12202,YES,80%,179,42591
3780,YES,95%,213,38358
10869,YES,93%,198,39315
5632,YES,88%,73,42494
7380,YES,83%,76,44043
21126,YES,NA,NA,42416
12283,NA,92%,52,151841
31991,YES,NA,NA,40166
24690,YES,NA,NA,38903
4640,YES,79%,128,39078
4241,YES,96%,142,37895
10931,YES,77%,1596,39504
8999,YES,NA,NA,45132
8057,YES,NA,NA,38404
9370,YES,96%,89,42563
9370,YES,96%,89,36058
44451,NA,41%,29,152027
15577,YES,NA,NA,41570
15577,YES,NA,NA,35896
15577,YES,NA,NA,36678
15577,YES,NA,NA,44749
11532,YES,90%,262,38159
16933,YES,NA,NA,36663
4918,YES,73%,11,39202
8780,YES,NA,NA,36839
3234,YES,97%,29,44388
1161,YES,100%,11,40751
4846,YES,NA,NA,46192
17545,YES,NA,NA,39570
5201,YES,96%,23,38318
13346,YES,89%,53,38049
NA,YES,NA,NA,141834
11452,YES,66%,67,44371
5426,YES,NA,NA,37719
7087,YES,95%,100,38845
14497,NA,89%,433,151823
8097,YES,85%,138,38109
4509,YES,NA,NA,35199
8709,YES,NA,NA,43856
7737,YES,NA,NA,45041
4301,YES,NA,NA,41252
4263,YES,91%,32,42960
3252,YES,NA,NA,35614
3304,YES,91%,45,40721
10866,YES,90%,41,36496
4583,YES,80%,10,37538
19013,YES,79%,172,129303
19013,YES,79%,172,129304
4970,YES,86%,36,42905
7566,YES,99%,90,35764
12095,YES,85%,250,42939
43892,YES,84%,755,103364
4439,YES,85%,152,39662
4310,YES,NA,NA,37086
2919,YES,100%,6,45175
13470,YES,NA,NA,38240
2243,YES,94%,16,38341
6472,YES,NA,NA,43742
9856,YES,97%,622,36938
8938,YES,NA,NA,42087
9046,YES,86%,94,36228
10063,YES,NA,NA,36642
14909,YES,95%,645,45867
5702,YES,NA,NA,41330
9550,YES,94%,628,41788
14196,YES,95%,130,43070
NA,YES,NA,NA,141800
NA,YES,NA,NA,141815
14186,YES,NA,NA,38035
3133,YES,93%,41,42543
8355,YES,NA,NA,42358
22815,YES,NA,NA,45874
4072,YES,NA,NA,35817
5984,YES,93%,141,39262
26477,YES,87%,52,37698
26477,YES,87%,52,38017
26477,YES,87%,52,37623
16312,YES,100%,9,39879
14146,YES,93%,378,35592
9993,YES,NA,NA,39119
9993,YES,NA,NA,38777
9993,YES,NA,NA,44385
11773,YES,NA,NA,36416
7037,YES,NA,NA,35797
24073,NA,91%,430,152618
3427,YES,NA,NA,44915
6361,YES,NA,NA,40840
12642,YES,95%,377,44453
10709,YES,NA,NA,41585
4338,YES,98%,131,38605
9546,YES,77%,191,44324
3633,YES,NA,NA,42926
3460,YES,89%,131,43866
20899,YES,93%,650,41705
13359,YES,93%,174,42020
NA,YES,NA,NA,141796
NA,YES,NA,NA,141797
6062,YES,NA,NA,43395
6062,YES,NA,NA,36248
6062,YES,NA,NA,40426
67,YES,NA,NA,141811
8106,YES,82%,57,44549
6756,YES,83%,18,44352
47759,NA,93%,14,152196
7965,YES,82%,11,43248
11092,YES,95%,238,36159
9945,YES,NA,NA,38090
6587,YES,91%,23,44353
4523,YES,NA,NA,43675
6563,YES,NA,NA,42339
4545,YES,NA,NA,38655
3246,YES,100%,11,44171
8146,YES,91%,2778,40075
5711,YES,NA,NA,43327
2707,YES,89%,44,44082
8276,YES,NA,NA,45069
2913,YES,NA,NA,37230
3179,YES,100%,19,44890
10021,YES,NA,NA,35249
17080,YES,92%,285,38772
3275,YES,NA,NA,42291
8255,YES,96%,337,41601
22644,NA,NA,NA,151889
11122,YES,82%,82,44785
6682,YES,100%,49,39400
10633,YES,94%,69,42219
7395,YES,96%,46,41233
3054,YES,85%,13,40921
10708,YES,NA,NA,41505
379,YES,NA,NA,144912
7803,NA,NA,NA,152022
5855,YES,100%,26,38559
6678,NA,86%,49,152091
12425,YES,96%,107,38087
18183,YES,NA,NA,37010
10751,YES,100%,46,43578
14071,YES,NA,NA,38348
3847,YES,95%,20,36484
9883,YES,94%,313,35321
6698,YES,92%,249,41425
4766,YES,90%,157,37733
4975,YES,NA,NA,40932
17530,YES,76%,254,44636
70,YES,NA,NA,141785
70,NA,NA,NA,153315
8575,YES,NA,NA,43873
12691,YES,96%,50,36300
7383,YES,NA,NA,42140
21056,YES,56%,9,41286
10387,YES,NA,NA,43757
11490,YES,NA,NA,35849
4629,YES,96%,48,43664
1141,YES,NA,NA,40360
4972,YES,NA,NA,43143
10302,YES,NA,NA,42595
16641,YES,93%,553,43577
7421,YES,89%,187,44206
8678,YES,NA,NA,38351
8678,YES,NA,NA,36722
10501,YES,82%,109,35541
14689,YES,86%,69,37322
14689,NA,86%,69,152081
9483,YES,NA,NA,45000
6815,YES,97%,243,38265
30590,YES,NA,NA,45164
7811,YES,88%,52,42983
6692,YES,98%,352,39666
5816,YES,NA,NA,39367
5063,YES,87%,94,41913
6301,YES,94%,16,41360
9590,YES,NA,NA,40787
3130,YES,NA,NA,40043
7913,YES,70%,102,38600
2582,YES,100%,10,40732
2995,YES,100%,8,39773
6993,YES,NA,NA,35699
7014,YES,100%,18,36573
12082,YES,NA,NA,37375
5766,YES,90%,29,37054
5688,YES,87%,94,38056
11508,YES,NA,NA,42827
4199,YES,95%,173,45260
7145,YES,100%,8,38198
5740,YES,42%,12,38371
10704,YES,NA,NA,37730
4096,NA,NA,NA,38853
6383,YES,100%,10,39341
8099,YES,93%,43,41772
1874,YES,NA,NA,36761
17238,YES,NA,NA,39637
5817,YES,75%,63,43370
6781,YES,100%,6,42854
8276,YES,NA,NA,43415
11096,YES,96%,598,44641
7298,YES,100%,5,40696
11096,YES,96%,598,39978
6938,YES,NA,NA,37456
8070,YES,100%,8,39490
8070,YES,100%,8,42292
8301,YES,80%,30,42760
8301,YES,80%,30,36291
14025,YES,NA,NA,41978
8716,YES,NA,NA,41354
1962,YES,NA,NA,44381
11044,YES,73%,11,40725
8862,YES,NA,NA,42427
10744,YES,95%,60,41178
24187,YES,90%,182,40889
17667,YES,82%,74,41810
17667,YES,82%,74,37595
13819,YES,95%,66,37521
6855,YES,NA,NA,43475
32197,YES,NA,NA,38085
10776,YES,NA,NA,41095
31024,YES,90%,317,43155
31024,YES,90%,317,119981
31024,YES,90%,317,119980
31024,YES,90%,317,120499
24073,YES,91%,430,45149
8679,YES,NA,NA,39314
15177,YES,100%,34,42458
9373,YES,83%,24,41744
3108,YES,100%,36,35608
12701,YES,NA,NA,35932
11672,YES,65%,119,40559
17505,YES,90%,62,35567
5277,YES,NA,NA,35649
